Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,3212000000.0,,3212000000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),15000000.0,,15000000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,3.0,4.0,2.0,012
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,71000000.0,,71000000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,170000000.0,,170000000.0,213,Funcionamiento,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,8.0,4.0,1.0,
Fortalecimiento de la infraestructura física de las entidades del estado del nivel nacional desde el sector presidencia,Intersubsectorial gobierno,Renovación urbana ciudad can  bogotá,5. convergencia regional / b. revitalización en los procesos de transformación y aprovechamiento de la ciudad construida,287982321.0,,287982321.0,213,Inversión,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,209.0,1000.0,3.0,51101b
Fortalecimiento de la infraestructura física de las entidades del estado del nivel nacional desde el sector presidencia,Intersubsectorial gobierno,Desarrollo y formulación de proyectos estratégicos de renovación y desarrollo urbano en municipios y distritos de colombia  nacional,5. convergencia regional / b. revitalización en los procesos de transformación y aprovechamiento de la ciudad construida,54747391107.0,,54747391107.0,213,Inversión,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,209.0,1000.0,4.0,51101b
Fortalecimiento de la infraestructura física de las entidades del estado del nivel nacional desde el sector presidencia,Intersubsectorial gobierno,Desarrollo y formulación de proyectos estratégicos de renovación y desarrollo urbano en municipios y distritos de colombia  nacional,5. convergencia regional / b. revitalización en los procesos de transformación y aprovechamiento de la ciudad construida,,2212713347.0,2212713347.0,213,Inversión,Agencia nacional inmobiliaria virgilio barco vargas,2,Presidencia de la república,,,209.0,1000.0,4.0,51101b
Gastos de personal,Planta de personal permanente,Salario,,35348000000.0,,35348000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,12863000000.0,,12863000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2157000000.0,,2157000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,13299000000.0,,13299000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,2.0,,,
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),250000000.0,,250000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,3.0,4.0,2.0,012
Transferencias corrientes,Sentencias y conciliaciones,,,1723000000.0,,1723000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,15000000.0,,15000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,249000000.0,,249000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,8.0,4.0,1.0,
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,54000000.0,,54000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,8.0,5.0,,
Gastos de personal,Planta de personal permanente,Salario,,1410000000.0,,1410000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,530000000.0,,530000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,78000000.0,,78000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,1725000000.0,,1725000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,2.0,,,
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),53000000.0,,53000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,3.0,4.0,2.0,012
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,10000000.0,,10000000.0,214,Funcionamiento,Agencia de renovación del territorio - art,2,Presidencia de la república,,,8.0,4.0,1.0,
Renovación territorial para el desarrollo integral de las zonas rurales afectadas por el conflicto armado,Intersubsectorial gobierno,Apoyo a la implementacion y financiacion de los programas de desarrollo con enfoque territorial - pdet en los territorios priorizados a nivel  nacional,5. convergencia regional / j. integración de los territorios más afectados por el conflicto a las apuestas estratégicas de desarrollo regional de acuerdo con la reforma rural integral,6231536017.0,,6231536017.0,214,Inversión,Agencia de renovación del territorio - art,2,Presidencia de la república,,,212.0,1000.0,10.0,51202j
Renovación territorial para el desarrollo integral de las zonas rurales afectadas por el conflicto armado,Intersubsectorial gobierno,Optimizacion de la medicion del avance en la implementacion de los pdet  nacional,5. convergencia regional / j. integración de los territorios más afectados por el conflicto a las apuestas estratégicas de desarrollo regional de acuerdo con la reforma rural integral,1753704456.0,,1753704456.0,214,Inversión,Agencia de renovación del territorio - art,2,Presidencia de la república,,,212.0,1000.0,11.0,51202j
Renovación territorial para el desarrollo integral de las zonas rurales afectadas por el conflicto armado,Intersubsectorial gobierno,Contribución al cierre de brechas a través de la implementación de proyectos para la transformación y la vida en los territorios pdet  nacional,5. convergencia regional / j. integración de los territorios más afectados por el conflicto a las apuestas estratégicas de desarrollo regional de acuerdo con la reforma rural integral,65003445460.0,,65003445460.0,214,Inversión,Agencia de renovación del territorio - art,2,Presidencia de la república,,,212.0,1000.0,12.0,51202j
Fortalecimiento de la gestión y dirección del sector presidencia,Intersubsectorial gobierno,Fortalecimiento de las herramientas tecnológicas para el cumplimiento y soporte de los lineamientos establecidos por el gobierno en materia de tecnologías de la información  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1483578081.0,,1483578081.0,214,Inversión,Agencia de renovación del territorio - art,2,Presidencia de la república,,,299.0,1000.0,1.0,53105b
Gastos de personal,Planta de personal permanente,Salario,,50966500000.0,,50966500000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,17561300000.0,,17561300000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,6675600000.0,,6675600000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,,,,37872200000.0,,37872200000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,8484900000.0,,8484900000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),1272500000.0,,1272500000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,3.0,4.0,2.0,001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),60400000.0,,60400000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,3.0,4.0,2.0,002
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),914000000.0,,914000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,3.0,4.0,2.0,004
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),181500000.0,,181500000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,3.0,4.0,2.0,012
Transferencias corrientes,Sentencias y conciliaciones,,,301400000.0,,301400000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,159000000.0,,159000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,4359000000.0,,4359000000.0,301,Funcionamiento,Departamento administrativo nacional de planeación,3,Planeación,,,8.0,4.0,1.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo al desarrollo de proyectos a través del fondo regional para los contratos plan.  nacional,5. convergencia regional / e. planeación y gestión territorial inteligente,746490906700.0,,746490906700.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,18.0,51102e
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento de las entidades territoriales   nacional,5. convergencia regional / e. planeación y gestión territorial inteligente,8000000000.0,,8000000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,20.0,51102e
