Cuenta,Subcuenta,Objeto,Ordinal,"APORTE 
NACIONAL",RECURSOS PROPIOS,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,"Fortalecimiento del sistema de inversión pública en colombia, alcance  nacional",,3696677994.0,,3696677994.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,17.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo al desarrollo de proyectos a través del fondo regional para los contratos plan.  nacional,,74367323774.0,,74367323774.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,18.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo técnico para la implementación de las estrategias de la política logística  nacional,,3796552501.0,,3796552501.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,19.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento de las entidades territoriales   nacional,,17500000000.0,,17500000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,20.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Mejoramiento de la articulación entre nación - territorio para el desarrollo territorial y la gestión de políticas públicas  nacional,,16919000000.0,,16919000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,21.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Implementación del sistema nacional catastral multipropósito desde el dnp alcance  nacional,,5450384800.0,,5450384800.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,22.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Fortalecimiento del sistema nacional de evaluación de gestión y resultados.  nacional,,10000000000.0,,10000000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,23.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Consolidación de la política nacional de servicio al ciudadano a partir de prácticas  innovadoras en el territorio   nacional,,5988000000.0,,5988000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,24.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,Apoyo a entidades públicas para proyectos de inversión  nacional - distribución previo concepto dnp,,10599725506.0,,10599725506.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,25.0,
"Mejoramiento de la planeación territorial, sectorial y de inversión pública",Intersubsectorial gobierno,"Ampliación de las capacidades en el diseño y seguimiento de políticas, para el desarrollo sectorial  nacional",,14274000000.0,,14274000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,301.0,1000.0,26.0,
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Servicio de tecnología de información y comunicaciones tic con disponibilidad y cobertura  nacional,,18408352377.0,,18408352377.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,399.0,1000.0,5.0,
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Fortalecimiento de la planeación y la gestión institucional del dnp a nivel  nacional,,9505000000.0,,9505000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,399.0,1000.0,6.0,
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Adquisición y adecuación de espacios físicos del departamento nacional de planeación   nacional,,38989000000.0,,38989000000.0,301,Inversión,Departamento administrativo nacional de planeación,3,Planeación,,,399.0,1000.0,7.0,
Gastos de personal,Planta de personal permanente,Salario,,3739000000.0,,3739000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,1291000000.0,,1291000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,484000000.0,,484000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,3724000000.0,,3724000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,2.0,2.0,,
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),9000000.0,,9000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,3.0,4.0,2.0,12.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,4000000.0,,4000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,29000000.0,,29000000.0,303,Funcionamiento,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,8.0,4.0,1.0,
Fortalecimiento del sistema de compra pública,Intersubsectorial gobierno,Incremento del valor por dinero que obtiene el estado en la compra pública.  nacional,,14000000000.0,,14000000000.0,303,Inversión,Unidad administrativa especial - agencia nacional de contratación pública - colombia compra eficiente,3,Planeación,,,304.0,1000.0,2.0,
Gastos de personal,Planta de personal permanente,Salario,,,15688100000.0,15688100000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,6491400000.0,6491400000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,1953900000.0,1953900000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,4271400000.0,4271400000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,100000000.0,100000000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,46293886718.0,46293886718.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,,27711987514.0,27711987514.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,3.0,3.0,1.0,55.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,50000000.0,50000000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,16000000000.0,16000000000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,177200000.0,177200000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,197300000.0,197300000.0,324,Funcionamiento,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,8.0,4.0,1.0,
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Innovación en el monitoreo de los prestadores de los servicios de energía eléctrica y gas combustible a nivel  nacional,,,1849384800.0,1849384800.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,303.0,1000.0,11.0,
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Fortalecimiento de los servicios de tic en la superservicios  nacional,,,10000000000.0,10000000000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,303.0,1000.0,12.0,
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo del modelo de inspección, vigilancia y control para las organizaciones de recicladores formalizadas como prestadores de la actividad de aprovechamiento  nacional",,,3900000000.0,3900000000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,303.0,1000.0,13.0,
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,"Desarrollo de un esquema para la vigilancia, inspeccion y control a los prestadores de acueducto, alcantarillado y aseo de áreas rurales   nacional",,,3079584312.0,3079584312.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,303.0,1000.0,14.0,
Promoción de la prestación eficiente de los servicios públicos domiciliarios,Intersubsectorial gobierno,Optimización de los procesos y mecanismos de participación ciudadana en servicios públicos domiciliarios a nivel  nacional,,,4300000000.0,4300000000.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,303.0,1000.0,15.0,
Fortalecimiento de la gestión y dirección del sector planeación,Intersubsectorial gobierno,Mejoramiento integral de la gestión institucional en la superservicios  nacional,,,1250615200.0,1250615200.0,324,Inversión,Superintendencia de servicios públicos domiciliarios,3,Planeación,,,399.0,1000.0,4.0,
Gastos de personal,Planta de personal permanente,Salario,,61291000000.0,,61291000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,21085000000.0,,21085000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3633000000.0,,3633000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,6956000000.0,,6956000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,2.0,2.0,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organizacion para la cooperacion y el desarrollo economico ocde-articulo 47 ley 1450 de 2011,652000000.0,,652000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,3.0,2.0,2.0,105.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),47000000.0,,47000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,259000000.0,,259000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,111000000.0,,111000000.0,401,Funcionamiento,Departamento administrativo nacional de estadística (dane),4,Información estadistíca,,,3.0,10.0,1.0,2.0
